2025-11-15 04:01:20,353 - __main__ - INFO - Starting keyframe extraction system in supervision mode
2025-11-15 04:01:20,353 - __main__ - INFO - Using device: cuda:0
2025-11-15 04:01:20,353 - __main__ - INFO - Cache directory: .cache
2025-11-15 04:01:20,353 - __main__ - INFO - ============================================================
2025-11-15 04:01:20,353 - __main__ - INFO - STEP 1: GENERATING TEACHER SUPERVISION
2025-11-15 04:01:20,353 - __main__ - INFO - ============================================================
2025-11-15 04:01:20,353 - __main__ - INFO - Starting teacher supervision generation...
2025-11-15 04:01:20,353 - keyframe_extraction.teacher_model - INFO - Loading teacher model from /data/share/qwen/Qwen2.5-VL-7B-Instruct
2025-11-15 04:01:30,631 - keyframe_extraction.teacher_model - INFO - Teacher model loaded successfully
2025-11-15 04:01:30,809 - keyframe_extraction.frame_scoring - INFO - Loaded 31527 samples from beauty domain
2025-11-15 04:01:30,809 - keyframe_extraction.frame_scoring - INFO - Limited to 5 samples for prototyping
2025-11-15 04:01:30,994 - keyframe_extraction.frame_scoring - INFO - Loaded 32824 samples from sports domain
2025-11-15 04:01:30,994 - keyframe_extraction.frame_scoring - INFO - Limited to 5 samples for prototyping
2025-11-15 04:01:30,998 - keyframe_extraction.frame_scoring - INFO - Loaded total 9 videos from 2 domains
2025-11-15 04:01:31,002 - __main__ - INFO - Loaded 9 videos for supervision generation
2025-11-15 04:01:31,003 - keyframe_extraction.frame_scoring - INFO - Computing frame importance scores for https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ab1b0dd9-52c7-5cc0-a58e-c1852fe65ff8/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4
2025-11-15 04:01:31,026 - keyframe_extraction.video_loader - INFO - Loaded cached frames for https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ab1b0dd9-52c7-5cc0-a58e-c1852fe65ff8/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4
2025-11-15 04:01:31,244 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpyn5g9k3w.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 08:52:39,256 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpusz00hxd.mp4', total_frames=17, video_fps=2.0, time=0.043s
2025-11-15 08:52:51,097 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp2y30k4z_.mp4', total_frames=16, video_fps=2.0, time=0.037s
2025-11-15 08:53:02,875 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp_r0ksys2.mp4', total_frames=17, video_fps=2.0, time=0.036s
2025-11-15 08:53:14,699 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsl28qy_h.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 08:53:26,536 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpo8v21mdn.mp4', total_frames=17, video_fps=2.0, time=0.035s
2025-11-15 08:53:38,322 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9urhzdqy.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 08:53:50,467 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqblvfiwe.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 08:54:02,391 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8jjf34xb.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 08:54:14,206 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpvxl2znwy.mp4', total_frames=17, video_fps=2.0, time=0.043s
2025-11-15 08:54:26,005 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpwu1zu0ah.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 08:54:37,784 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp4v38hdu4.mp4', total_frames=17, video_fps=2.0, time=0.036s
2025-11-15 08:54:49,555 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpejfi9ne1.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 08:55:01,365 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpze9n4wjz.mp4', total_frames=17, video_fps=2.0, time=0.047s
2025-11-15 08:55:13,097 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpc1yvxyap.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 08:55:24,852 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzny59rtq.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 08:55:36,682 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9id85gm3.mp4', total_frames=16, video_fps=2.0, time=0.036s
2025-11-15 08:55:48,434 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpxw_s5yln.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 08:56:00,302 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7fuwc6m0.mp4', total_frames=16, video_fps=2.0, time=0.028s
2025-11-15 08:56:12,072 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpp541jyo2.mp4', total_frames=17, video_fps=2.0, time=0.052s
2025-11-15 08:56:23,724 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmphifb4f81.mp4', total_frames=16, video_fps=2.0, time=0.042s
2025-11-15 08:56:37,770 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1vhlrb4h.mp4', total_frames=17, video_fps=2.0, time=0.037s
2025-11-15 08:56:49,481 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp42_n_05j.mp4', total_frames=16, video_fps=2.0, time=0.048s
2025-11-15 08:57:01,468 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8580bqb9.mp4', total_frames=17, video_fps=2.0, time=0.042s
2025-11-15 08:57:14,230 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6bearaub.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 08:57:26,003 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpxjlopadq.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 08:57:37,716 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmplllp2o00.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 08:57:49,455 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpf352r318.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 08:58:01,373 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpnwu7pwn6.mp4', total_frames=16, video_fps=2.0, time=0.045s
2025-11-15 08:58:13,072 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpjuckuajm.mp4', total_frames=17, video_fps=2.0, time=0.051s
2025-11-15 08:58:24,776 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpj2x4jmtc.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 08:58:36,549 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6xgyfvat.mp4', total_frames=17, video_fps=2.0, time=0.057s
2025-11-15 08:58:48,272 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpr6i2vau_.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 08:59:00,057 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpitycy_kr.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 08:59:11,818 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmptj9g0hcr.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 08:59:23,608 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpdjm909v_.mp4', total_frames=17, video_fps=2.0, time=0.039s
2025-11-15 08:59:35,441 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpm5b0h1e0.mp4', total_frames=16, video_fps=2.0, time=0.053s
2025-11-15 08:59:47,211 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpnf6kdcli.mp4', total_frames=17, video_fps=2.0, time=0.041s
2025-11-15 08:59:58,914 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmplo261c6p.mp4', total_frames=16, video_fps=2.0, time=0.040s
2025-11-15 09:00:10,697 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzb0kjsul.mp4', total_frames=17, video_fps=2.0, time=0.043s
2025-11-15 09:00:22,481 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp2xyi0mu3.mp4', total_frames=16, video_fps=2.0, time=0.074s
2025-11-15 09:00:34,192 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpyg0__j1f.mp4', total_frames=17, video_fps=2.0, time=0.066s
2025-11-15 09:00:45,969 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpelxanel_.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 09:00:57,790 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpb2w23kth.mp4', total_frames=17, video_fps=2.0, time=0.073s
2025-11-15 09:01:09,583 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp1nlz01jm.mp4', total_frames=16, video_fps=2.0, time=0.053s
2025-11-15 09:01:21,328 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmplf9vd82y.mp4', total_frames=17, video_fps=2.0, time=0.048s
2025-11-15 09:01:33,074 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpum0ykpm_.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 09:01:44,976 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp18hn0o6g.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 09:01:57,087 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpaw5wtf4u.mp4', total_frames=16, video_fps=2.0, time=0.081s
2025-11-15 09:02:09,310 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsv0lea5g.mp4', total_frames=17, video_fps=2.0, time=0.041s
2025-11-15 09:02:21,207 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpa014ebv3.mp4', total_frames=16, video_fps=2.0, time=0.047s
2025-11-15 09:02:33,085 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqpgmngno.mp4', total_frames=17, video_fps=2.0, time=0.071s
2025-11-15 09:02:44,997 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpyyoxsnpt.mp4', total_frames=16, video_fps=2.0, time=0.038s
2025-11-15 09:02:56,874 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpupurwsl1.mp4', total_frames=17, video_fps=2.0, time=0.043s
2025-11-15 09:03:08,809 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpgs1_sb3x.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 09:03:20,549 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpnapzwyn5.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 09:03:32,280 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpt2v23xtd.mp4', total_frames=16, video_fps=2.0, time=0.047s
2025-11-15 09:03:44,048 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7at41yr7.mp4', total_frames=17, video_fps=2.0, time=0.033s
2025-11-15 09:03:55,767 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpae5tkcfv.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 09:04:07,632 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpcao3gdvu.mp4', total_frames=17, video_fps=2.0, time=0.042s
2025-11-15 09:04:19,369 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpzl_tl68l.mp4', total_frames=16, video_fps=2.0, time=0.054s
2025-11-15 09:04:31,263 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpo6kfkdne.mp4', total_frames=17, video_fps=2.0, time=0.049s
2025-11-15 09:04:43,100 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpeylc_ubt.mp4', total_frames=16, video_fps=2.0, time=0.041s
2025-11-15 09:04:54,876 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpk0mmovdo.mp4', total_frames=17, video_fps=2.0, time=0.044s
2025-11-15 09:05:06,760 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpj1p61u3g.mp4', total_frames=16, video_fps=2.0, time=0.043s
2025-11-15 09:05:18,520 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpokwyw5d2.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 09:05:30,333 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8z9dh8na.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 09:05:42,093 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpcvz9din6.mp4', total_frames=17, video_fps=2.0, time=0.037s
2025-11-15 09:05:53,861 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp71hl_3ia.mp4', total_frames=16, video_fps=2.0, time=0.039s
2025-11-15 09:06:05,593 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpu2v0q25m.mp4', total_frames=17, video_fps=2.0, time=0.037s
2025-11-15 09:06:17,356 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp9ouo1w5l.mp4', total_frames=16, video_fps=2.0, time=0.037s
2025-11-15 09:06:29,054 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp71iu4srq.mp4', total_frames=17, video_fps=2.0, time=0.058s
2025-11-15 09:06:40,725 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpnyg13ef4.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 09:06:52,396 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpt13sm8dy.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 09:07:03,973 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3uzoaizr.mp4', total_frames=16, video_fps=2.0, time=0.044s
2025-11-15 09:07:15,706 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpf1ufni24.mp4', total_frames=17, video_fps=2.0, time=0.044s
2025-11-15 09:07:27,535 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpaxsrvjvi.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 09:07:39,306 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5ff_p7h4.mp4', total_frames=17, video_fps=2.0, time=0.047s
2025-11-15 09:07:51,040 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpwilwtj8f.mp4', total_frames=16, video_fps=2.0, time=0.045s
2025-11-15 09:08:02,805 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp49y41z12.mp4', total_frames=17, video_fps=2.0, time=0.040s
2025-11-15 09:08:14,533 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpgv7p5xqj.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 09:08:26,404 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp_1v5u9nk.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 09:08:38,278 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpk7chr8ml.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 09:08:50,035 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3_5eht2m.mp4', total_frames=17, video_fps=2.0, time=0.042s
2025-11-15 09:09:01,752 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpo5uog8pv.mp4', total_frames=16, video_fps=2.0, time=0.034s
2025-11-15 09:09:13,537 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8l0tnx9v.mp4', total_frames=17, video_fps=2.0, time=0.041s
2025-11-15 09:09:25,310 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprdw1uiww.mp4', total_frames=16, video_fps=2.0, time=0.037s
2025-11-15 09:09:36,982 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpobrsbtm2.mp4', total_frames=17, video_fps=2.0, time=0.035s
2025-11-15 09:09:48,748 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqnuwopgh.mp4', total_frames=16, video_fps=2.0, time=0.042s
2025-11-15 09:10:00,489 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5rsszn25.mp4', total_frames=17, video_fps=2.0, time=0.034s
2025-11-15 09:10:12,300 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpgzyrrwdu.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 09:10:24,080 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3_1q8igo.mp4', total_frames=17, video_fps=2.0, time=0.051s
2025-11-15 09:10:35,915 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqhr5jxj1.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 09:10:47,683 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsc5f0wjl.mp4', total_frames=17, video_fps=2.0, time=0.048s
2025-11-15 09:10:59,410 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpvnbziq2r.mp4', total_frames=16, video_fps=2.0, time=0.029s
2025-11-15 09:11:11,183 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpk5xr0rb6.mp4', total_frames=17, video_fps=2.0, time=0.036s
2025-11-15 09:11:22,932 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3molobe6.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 09:11:34,772 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpk4c1ejkq.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 09:11:46,601 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpez__5c21.mp4', total_frames=16, video_fps=2.0, time=0.035s
2025-11-15 09:11:58,379 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpi_3e4u6u.mp4', total_frames=17, video_fps=2.0, time=0.060s
2025-11-15 09:12:10,096 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpnvd_u70y.mp4', total_frames=16, video_fps=2.0, time=0.038s
2025-11-15 09:12:22,001 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3vb2odkw.mp4', total_frames=17, video_fps=2.0, time=0.043s
2025-11-15 09:12:33,881 - keyframe_extraction.frame_scoring - INFO - Computed importance scores for 48 frames
2025-11-15 09:12:33,882 - keyframe_extraction.frame_scoring - INFO - Computing frame importance scores for https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/eabd876a-59de-5f09-bdda-057b335d934c/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4
2025-11-15 09:12:37,297 - keyframe_extraction.video_loader - INFO - Video downloaded to .cache/5b4dcf9441e3c451acedd8e6058d6c21.mp4
2025-11-15 09:12:37,685 - keyframe_extraction.video_loader - INFO - Extracted 48 frames from .cache/5b4dcf9441e3c451acedd8e6058d6c21.mp4
2025-11-15 09:12:37,851 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmppcpn2qk3.mp4', total_frames=16, video_fps=2.0, time=0.038s
2025-11-15 09:12:44,992 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp5do5hy1c.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 09:12:52,016 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpj6f182p4.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 09:12:58,864 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp0lr0x75z.mp4', total_frames=17, video_fps=2.0, time=0.035s
2025-11-15 09:13:05,700 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp037ok104.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 09:13:12,829 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfivxp7hb.mp4', total_frames=17, video_fps=2.0, time=0.031s
2025-11-15 09:13:19,820 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqzhfbt0h.mp4', total_frames=16, video_fps=2.0, time=0.027s
2025-11-15 09:13:26,903 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp36siqf4p.mp4', total_frames=17, video_fps=2.0, time=0.029s
2025-11-15 09:13:34,058 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpsekq64rj.mp4', total_frames=16, video_fps=2.0, time=0.045s
2025-11-15 09:13:41,031 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmppqhe86x_.mp4', total_frames=17, video_fps=2.0, time=0.037s
2025-11-15 09:13:48,032 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpw2_apt5c.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 09:13:55,156 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfej88lxz.mp4', total_frames=17, video_fps=2.0, time=0.046s
2025-11-15 09:14:02,178 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpf5gw5jip.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 09:14:09,313 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpbi5dva4u.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 09:14:16,335 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7q248gap.mp4', total_frames=16, video_fps=2.0, time=0.028s
2025-11-15 09:14:23,310 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp3io6jfsb.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 09:14:30,197 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp12ynsm8n.mp4', total_frames=16, video_fps=2.0, time=0.021s
2025-11-15 09:14:37,169 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpfxaxpnlx.mp4', total_frames=17, video_fps=2.0, time=0.032s
2025-11-15 09:14:44,100 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp7g11h179.mp4', total_frames=16, video_fps=2.0, time=0.028s
2025-11-15 09:14:51,161 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8z0n1w7w.mp4', total_frames=17, video_fps=2.0, time=0.042s
2025-11-15 09:14:58,196 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp2n4tz56b.mp4', total_frames=16, video_fps=2.0, time=0.035s
2025-11-15 09:15:05,215 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpmgjbnbfc.mp4', total_frames=17, video_fps=2.0, time=0.028s
2025-11-15 09:15:12,239 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpe6hyha4u.mp4', total_frames=16, video_fps=2.0, time=0.036s
2025-11-15 09:15:19,112 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp2d_698n5.mp4', total_frames=17, video_fps=2.0, time=0.026s
2025-11-15 09:15:26,122 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8ia2weu5.mp4', total_frames=16, video_fps=2.0, time=0.028s
2025-11-15 09:15:33,157 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpjlngzaux.mp4', total_frames=17, video_fps=2.0, time=0.031s
2025-11-15 09:15:40,265 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp6ue480pk.mp4', total_frames=16, video_fps=2.0, time=0.030s
2025-11-15 09:15:47,190 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmph4meoz_s.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 09:15:54,031 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp0swqbv45.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 09:16:01,037 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmput2zzvn2.mp4', total_frames=17, video_fps=2.0, time=0.025s
2025-11-15 09:16:07,916 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqnz2a4ux.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 09:16:14,931 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpp0xx7wmi.mp4', total_frames=17, video_fps=2.0, time=0.028s
2025-11-15 09:16:21,903 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpz00570xv.mp4', total_frames=16, video_fps=2.0, time=0.025s
2025-11-15 09:16:28,932 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp8vw4js99.mp4', total_frames=17, video_fps=2.0, time=0.025s
2025-11-15 09:16:35,868 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmprk9bwd3f.mp4', total_frames=16, video_fps=2.0, time=0.026s
2025-11-15 09:16:42,920 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmppspzuxlf.mp4', total_frames=17, video_fps=2.0, time=0.038s
2025-11-15 09:16:49,789 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp82k0p2gq.mp4', total_frames=16, video_fps=2.0, time=0.028s
2025-11-15 09:16:56,860 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpwagqlia6.mp4', total_frames=17, video_fps=2.0, time=0.044s
2025-11-15 09:17:03,908 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp05t9ew6d.mp4', total_frames=16, video_fps=2.0, time=0.031s
2025-11-15 09:17:10,904 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpmjmrtf_x.mp4', total_frames=17, video_fps=2.0, time=0.030s
2025-11-15 09:17:17,962 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmp4z775h36.mp4', total_frames=16, video_fps=2.0, time=0.033s
2025-11-15 09:17:24,791 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmppecpl75k.mp4', total_frames=17, video_fps=2.0, time=0.027s
2025-11-15 09:17:31,690 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpx31nh849.mp4', total_frames=16, video_fps=2.0, time=0.029s
2025-11-15 09:17:38,770 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpat1lk2aq.mp4', total_frames=17, video_fps=2.0, time=0.032s
2025-11-15 09:17:45,866 - qwen_vl_utils.vision_process - INFO - decord:  video_path='/tmp/tmpqpd7h8dy.mp4', total_frames=16, video_fps=2.0, time=0.035s
